CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,HasBalance,IsOlderThan40,Exited
-0.6883585719214899,0,0,0.48422460429935044,-0.004425957213915414,0.307493877586033,0.8077365626180215,1,1,0.11258752199903398,1,0,0
-2.04378619006153,1,0,-0.08789693990845966,1.03290776479748,0.7073936424182673,-0.9115834940401767,1,0,0.5148491895453274,1,0,0
1.5775853087859057,2,1,0.38887101359804876,-0.695981771888179,-1.2258476714090278,-0.9115834940401767,1,0,-0.4875667126524654,0,0,0
-0.5124633848346144,2,0,0.1981638321954454,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1,0,-0.7955017455350725,0,0,0
-1.2367376846041016,1,0,0.2935174228967471,0.3413519501232164,0.18973565710037998,0.8077365626180215,1,0,-0.43196868660830445,1,0,0
0.13938348495792402,0,1,0.10281024149414371,1.378685672134612,-1.2258476714090278,0.8077365626180215,1,0,1.6463394710806116,0,0,0
-0.4710762819906437,2,0,1.7238212834162723,-1.0417596792253108,-1.2258476714090278,2.52705661927622,1,0,-0.5814445372063407,0,0,1
0.01522217642601194,0,0,-0.18325053060976135,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,1,0,0.7529959023073974,0,0,0
0.9567787661263453,0,1,0.10281024149414371,1.03290776479748,-0.13351061325683275,-0.9115834940401767,1,0,-0.09065911844250706,0,0,0
-0.967721516118292,0,1,-0.4693113027136664,-0.695981771888179,0.10558836735074904,-0.9115834940401767,1,0,0.5665854662990262,1,0,0
0.09799638211395333,1,1,0.1981638321954454,-1.3875375865624426,0.8560931581224974,-0.9115834940401767,1,0,-1.2879100797405438,1,0,1
1.1740610560571914,2,1,-0.9460792562201749,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,1,0,-0.5950856866384768,0,0,0
0.04626250355898996,1,1,1.247053329909764,1.378685672134612,1.0932228878684085,-0.9115834940401767,1,1,-0.8879597581762757,1,0,0
1.2671820374561256,0,1,-1.3274936190253817,-1.0417596792253108,0.9522897885599484,-0.9115834940401767,1,0,-0.45965840976056066,1,0,0
-0.5021166091236218,0,1,-1.518200800427985,0.6871298574603482,0.5973718676348764,0.8077365626180215,0,0,-0.2784438071815393,1,0,0
-0.41934240343568036,0,0,1.7238212834162723,0.6871298574603482,-0.07040611604264783,4.246376675934418,0,1,0.22846677977407795,0,0,1
0.6256819433745797,0,0,-1.7089079818305883,-1.7333154938995745,0.10190742126627068,0.8077365626180215,0,1,-1.715973720515766,1,0,0
1.1637142803461988,2,0,0.0074566507928420294,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,0,-1.402101039431064,0,0,0
-1.0091086189622627,2,1,0.7702853764032556,-0.695981771888179,0.6417616701419399,-0.9115834940401767,0,0,0.7931810136312147,1,0,1
-1.8471974515526692,0,0,-0.18325053060976135,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,1,1,-0.8995736978989283,0,0,0
-0.9573747404072994,1,1,0.0074566507928420294,1.7244635794717436,1.0941888417174592,-0.9115834940401767,1,0,-1.3426409163164257,1,0,1
0.09799638211395333,0,0,-0.3739577120123647,0.3413519501232164,0.3891843718234522,-0.9115834940401767,1,0,-1.4066072250899724,1,0,0
-0.8746005347193581,1,1,2.4866500090266856,-0.35020386455104724,0.699014669923099,-0.9115834940401767,1,0,0.12994661368528426,1,0,1
-0.26414076777079026,0,0,-1.0414328469214764,-0.695981771888179,-1.2258476714090278,-0.9115834940401767,0,0,1.4529583063345444,0,0,0
0.3152786720447995,2,0,-0.18325053060976135,0.3413519501232164,0.7171410094651521,-0.9115834940401767,1,1,0.8046906193492617,1,0,0
-1.2988183388700576,0,1,-0.27860412131106305,-1.0417596792253108,0.6113141701463469,-0.9115834940401767,0,1,1.1859267243974627,1,0,0
-1.1125763760721894,0,0,-0.27860412131106305,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0,0,-1.2880145876351567,0,0,0
0.5429077376866382,0,0,0.5795781950006521,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,1,0,0.5532519282904684,0,0,0
0.553254513397631,2,0,-0.27860412131106305,-1.0417596792253108,1.5870669935345247,0.8077365626180215,1,0,0.9033486802141426,1,0,0
0.17042381209090204,2,1,3.058771553234496,-0.35020386455104724,0.9740457874382313,-0.9115834940401767,0,1,-0.09837235751297818,1,0,1
0.17042381209090204,1,1,-0.6600184841162697,-1.7333154938995745,0.4385138895423285,-0.9115834940401767,1,0,-1.3829394039252474,1,0,0
-0.5952375905225558,0,1,-0.27860412131106305,-1.0417596792253108,-0.10104145375370246,0.8077365626180215,1,0,-0.3387745975646101,0,0,0
1.567238533074913,0,0,2.0098820555201775,-0.695981771888179,0.2628633479043761,-0.9115834940401767,1,0,-1.0540622757482323,1,0,1
0.3463189991777775,0,1,-0.4693113027136664,1.378685672134612,-1.2258476714090278,0.8077365626180215,1,1,-0.6057053232972398,0,0,0
-1.671302264465794,1,0,0.6749317857019538,1.03290776479748,0.24960892890379427,-0.9115834940401767,1,0,0.8195907324369702,1,0,1
-0.2848343191927756,1,1,-0.5646648934149681,-1.0417596792253108,0.05635837797769319,-0.9115834940401767,1,1,0.06937133395142149,1,0,0
-0.84356020758638,2,1,0.38887101359804876,1.03290776479748,1.363278549719042,0.8077365626180215,0,1,1.3580294905742771,1,0,0
-1.2367376846041016,2,0,0.2935174228967471,0.3413519501232164,-0.01896069941632649,0.8077365626180215,0,0,-0.748698902189141,0,0,0
-2.31280235854734,0,1,-0.9460792562201749,-1.3875375865624426,1.0391924588592532,-0.9115834940401767,1,1,-0.10869759838874618,1,0,0
-1.3608989931360136,0,0,-1.7089079818305883,-1.3875375865624426,1.1193922717045997,0.8077365626180215,1,1,1.6480778494873456,1,0,0
-0.30552787061476094,2,1,0.2935174228967471,1.03290776479748,-0.1250468573559655,-0.9115834940401767,1,1,-0.4509407820057545,0,0,0
-0.5641972633895778,2,0,-0.9460792562201749,0.3413519501232164,-1.2258476714090278,0.8077365626180215,1,0,0.2887709649859741,0,0,0
-0.19171333779384153,0,1,1.0563461485071606,-1.0417596792253108,-1.2258476714090278,0.8077365626180215,0,0,-0.7329004733217802,0,0,0
-0.1606730106608635,1,0,-1.0414328469214764,-0.695981771888179,0.0823437706045412,0.8077365626180215,1,1,0.9859758212713994,1,0,0
-0.6676650204995045,1,1,-0.6600184841162697,-1.3875375865624426,1.175246265156181,-0.9115834940401767,1,0,-1.1869763203452113,1,0,0
-0.015818150706966082,0,1,0.6749317857019538,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,1,1,-0.40244477165508474,0,0,0
0.025568952137004615,1,0,-1.3274936190253817,-1.0417596792253108,1.3107054657155979,2.52705661927622,1,1,1.7261539412637144,1,0,0
-0.9470279646963067,0,1,-0.9460792562201749,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,0,0,0.9659506479874655,0,0,0
-1.1539634789161601,0,1,0.0074566507928420294,-0.695981771888179,1.0043835017383538,0.8077365626180215,1,0,0.827231111594225,1,0,0
0.9050448875713819,0,1,-1.9949687539344934,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,1,1,-0.9092898020778084,0,0,0
-0.7193988990544679,0,0,-0.18325053060976135,1.7244635794717436,0.44505904024542126,-0.9115834940401767,1,0,-0.23441885670822749,1,0,0
0.7084561490625211,0,0,-1.6135543911292867,0.6871298574603482,0.607907447893912,-0.9115834940401767,1,1,1.3460331667247454,1,0,0
0.4290932048657189,1,1,1.3424069206110656,0.6871298574603482,1.193075622371655,0.8077365626180215,0,0,0.3430319507611165,1,0,0
0.05660927926998263,2,0,-0.4693113027136664,0.3413519501232164,-0.2661871871815686,-0.9115834940401767,1,0,-1.4964560181660016,0,0,1
-2.012745862928552,2,1,-0.6600184841162697,1.378685672134612,1.1382510501200829,-0.9115834940401767,1,1,0.6139877085014156,1,0,0
1.7120933930288105,2,1,2.6773571904292894,0.3413519501232164,1.2080127275280668,-0.9115834940401767,1,1,-0.4743011656369089,1,0,0
0.3980528777327409,2,0,-0.7553720748175714,-0.695981771888179,1.0147362126856645,-0.9115834940401767,0,1,0.3577496532307729,1,0,0
-0.84356020758638,0,1,-0.08789693990845966,0.6871298574603482,-1.2258476714090278,-0.9115834940401767,1,1,0.14570174394073376,0,0,0
0.36701255059976284,0,1,0.0074566507928420294,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,1,0,0.9552419796447723,0,0,0
0.8119239061724478,2,0,-0.08789693990845966,1.7244635794717436,-1.2258476714090278,0.8077365626180215,1,0,1.558695777191918,0,0,0
-1.2988183388700576,2,0,-0.8507256655188732,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,0,1,0.8538903625609953,0,0,0
-0.0882455806839148,0,1,-1.23214002832408,-1.7333154938995745,-1.2258476714090278,-0.9115834940401767,0,0,-0.9149667891583971,0,0,0
-0.0468584778399441,0,1,-0.8507256655188732,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,0,0.9299069010864529,0,0,0
1.029206196103294,2,0,-0.5646648934149681,-0.695981771888179,1.3673620967772746,-0.9115834940401767,0,1,0.9250727588730683,1,0,1
-0.9263344132743214,0,1,-1.0414328469214764,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,0,-1.604887045242272,0,0,0
1.2878755888781108,1,0,3.344832325338401,-1.7333154938995745,1.36047092079459,-0.9115834940401767,1,1,0.6047840581751559,1,0,0
-0.1710197863718562,0,0,-0.27860412131106305,-1.3875375865624426,-0.11165989416537776,-0.9115834940401767,1,0,0.28080019481413504,0,0,0
0.20146413922388007,0,1,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0,0,-0.7045803988916995,0,0,0
0.6567222705075577,0,0,-1.4228472097266833,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,0,1.1519301845568164,0,0,0
1.6707062901848397,0,1,-1.4228472097266833,1.7244635794717436,-1.2258476714090278,0.8077365626180215,1,1,0.9879719046695089,0,0,0
-2.04378619006153,0,1,-0.9460792562201749,0.3413519501232164,-1.2258476714090278,-0.9115834940401767,0,0,1.7090915059305587,0,0,1
-2.012745862928552,0,0,2.2959428276240823,-1.3875375865624426,1.4242445498023348,0.8077365626180215,0,0,0.7071729291547189,1,0,1
1.24648848603414,0,0,0.1981638321954454,1.7244635794717436,0.5100324586200147,4.246376675934418,1,1,0.6506993669219107,1,0,1
0.2635447934898361,0,0,0.1981638321954454,-0.35020386455104724,0.40021695272723756,-0.9115834940401767,1,1,-0.3649702577709167,1,0,0
1.3913433459880375,0,1,1.533114102013669,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,1,1,-1.618595837887394,0,0,0
0.35666577488877016,2,1,-0.7553720748175714,1.7244635794717436,0.9412371737701284,-0.9115834940401767,1,1,0.44667196034590584,1,0,0
-0.967721516118292,0,0,0.6749317857019538,-0.35020386455104724,0.3155301904944631,0.8077365626180215,1,1,0.28323326380153346,1,0,0
-1.6402619373328158,1,0,-0.08789693990845966,1.03290776479748,-0.31120573316794625,0.8077365626180215,1,0,1.5456138580244672,0,0,0
0.6256819433745797,0,0,-0.18325053060976135,1.03290776479748,0.599638741907479,-0.9115834940401767,0,0,-0.3456070837462039,1,0,0
1.4327304488320083,1,1,0.0074566507928420294,0.6871298574603482,0.7747916418163288,0.8077365626180215,1,1,0.42291510749725103,1,0,0
0.9671255418373379,2,1,0.48422460429935044,-0.004425957213915414,0.7078980155330776,-0.9115834940401767,1,0,-0.3095142998630268,1,0,0
-0.15032623494987085,0,1,-0.7553720748175714,0.3413519501232164,-1.2258476714090278,0.8077365626180215,1,1,-1.699038050998206,0,0,0
0.6981093733515285,0,0,2.6773571904292894,0.6871298574603482,-1.2258476714090278,2.52705661927622,1,1,-0.30097160545594237,0,0,0
-0.6883585719214899,2,0,-0.08789693990845966,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1,1,-1.6617770740434634,0,0,0
-0.0882455806839148,0,1,-0.27860412131106305,-0.35020386455104724,-1.2258476714090278,0.8077365626180215,1,1,1.65429685172186,0,0,0
-0.18136656208284888,0,1,-0.3739577120123647,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1,1,-1.1101221536527797,0,0,0
0.2945851206228141,0,0,0.0074566507928420294,-0.35020386455104724,-1.2258476714090278,-0.9115834940401767,0,0,1.2667723623260823,0,0,1
0.6877625976405357,2,1,-0.3739577120123647,-1.3875375865624426,-1.2258476714090278,2.52705661927622,0,0,1.2986088404913814,0,0,1
0.20146413922388007,1,0,-0.3739577120123647,-1.0417596792253108,0.049685170675066594,-0.9115834940401767,0,1,1.7165145225782192,1,0,0
